stateAbbrev,countyName,FIPS,totalVotes,VAP,state,turnoutPerc,nNonVote,percFromMean
TX,Hemphill County,48211,1720,2335,Texas,73.66167024,615,6.861670236
TX,Henderson County,48213,36317,60975,Texas,59.5604756,24658,-7.239524395
TX,Hidalgo County,48215,220884,420930,Texas,52.47523341,200046,-14.32476659
TX,Hill County,48217,14931,25910,Texas,57.62639907,10979,-9.173600926
TX,Hockley County,48219,8100,15935,Texas,50.83150298,7835,-15.96849702
TX,Hood County,48221,32541,45445,Texas,71.6052371,12904,4.8052371
TX,Hopkins County,48223,15941,25645,Texas,62.16026516,9704,-4.639734841
TX,Houston County,48225,9438,17950,Texas,52.57938719,8512,-14.22061281
TX,Howard County,48227,10241,24745,Texas,41.38613861,14504,-25.41386139
TX,Hudspeth County,48229,1165,2005,Texas,58.10473815,840,-8.695261845
TX,Hunt County,48231,38597,67945,Texas,56.80624034,29348,-9.993759659
TX,Hutchinson County,48233,8773,15370,Texas,57.07872479,6597,-9.721275211
TX,Irion County,48235,889,1190,Texas,74.70588235,301,7.905882353
TX,Jack County,48237,3782,6655,Texas,56.82945154,2873,-9.97054846
TX,Jackson County,48239,6353,9960,Texas,63.78514056,3607,-3.014859438
TX,Jasper County,48241,15611,26380,Texas,59.17740713,10769,-7.622592873
TX,Jeff Davis County,48243,1305,1685,Texas,77.44807122,380,10.64807122
TX,Jefferson County,48245,94759,175460,Texas,54.00604126,80701,-12.79395874
TX,Jim Hogg County,48247,2036,3425,Texas,59.44525547,1389,-7.354744526
TX,Jim Wells County,48249,13669,28200,Texas,48.47163121,14531,-18.32836879
TX,Johnson County,48251,72020,119805,Texas,60.11435249,47785,-6.685647511
TX,Jones County,48253,6741,15965,Texas,42.22361416,9224,-24.57638584
TX,Karnes County,48255,5252,11150,Texas,47.10313901,5898,-19.69686099
TX,Kaufman County,48257,56718,83895,Texas,67.60593599,27177,0.8059359914
TX,Kendall County,48259,26452,31720,Texas,83.39218159,5268,16.59218159
TX,Kenedy County,48261,194,365,Texas,53.15068493,171,-13.64931507
TX,Kent County,48263,462,490,Texas,94.28571429,28,27.48571429
TX,Kerr County,48265,27745,39560,Texas,70.13397371,11815,3.333973711
TX,Kimble County,48267,2292,3355,Texas,68.31594635,1063,1.515946349
TX,King County,48269,159,145,Texas,109.6551724,-14,42.85517241
TX,Kinney County,48271,1603,2865,Texas,55.95113438,1262,-10.84886562
TX,Kleberg County,48273,10944,22385,Texas,48.88988162,11441,-17.91011838
TX,Knox County,48275,1456,2500,Texas,58.24,1044,-8.56
TX,Lamar County,48277,21442,36585,Texas,58.60871942,15143,-8.191280579
TX,Lamb County,48279,4410,8665,Texas,50.89440277,4255,-15.90559723
TX,Lampasas County,48281,10399,15675,Texas,66.34130781,5276,-0.458692185
TX,La Salle County,48283,2406,5400,Texas,44.55555556,2994,-22.24444444
TX,Lavaca County,48285,10197,14505,Texas,70.29989659,4308,3.499896587
TX,Lee County,48287,8087,12155,Texas,66.53229124,4068,-0.2677087618
TX,Leon County,48289,8674,12740,Texas,68.08477237,4066,1.28477237
TX,Liberty County,48291,29334,57480,Texas,51.03340292,28146,-15.76659708
TX,Limestone County,48293,9095,16625,Texas,54.70676692,7530,-12.09323308
TX,Lipscomb County,48295,1353,2180,Texas,62.06422018,827,-4.735779817
TX,Live Oak County,48297,5054,9105,Texas,55.50796266,4051,-11.29203734
TX,Llano County,48299,12660,17275,Texas,73.28509407,4615,6.485094067
TX,Loving County,48301,66,60,Texas,110,-6,43.2
TX,Lubbock County,48303,120817,221090,Texas,54.64607174,100273,-12.15392826
TX,Lynn County,48305,2293,4055,Texas,56.54747226,1762,-10.25252774
TX,McCulloch County,48307,3436,5900,Texas,58.23728814,2464,-8.562711864
TX,McLennan County,48309,97872,175345,Texas,55.81681827,77473,-10.98318173
TX,McMullen County,48311,516,530,Texas,97.35849057,14,30.55849057
TX,Madison County,48313,5298,10015,Texas,52.90064903,4717,-13.89935097
TX,Marion County,48315,4864,8090,Texas,60.12360939,3226,-6.676390606
TX,Martin County,48317,2160,3760,Texas,57.44680851,1600,-9.353191489
TX,Mason County,48319,2474,2905,Texas,85.16351119,431,18.36351119
TX,Matagorda County,48321,13727,25010,Texas,54.88604558,11283,-11.91395442
TX,Maverick County,48323,15346,29220,Texas,52.51882272,13874,-14.28117728
TX,Medina County,48325,22657,37445,Texas,60.50741087,14788,-6.292589131
TX,Menard County,48327,1028,1745,Texas,58.91117479,717,-7.888825215
TX,Midland County,48329,58859,107270,Texas,54.86995432,48411,-11.93004568
TX,Milam County,48331,10578,17950,Texas,58.93036212,7372,-7.869637883
TX,Mills County,48333,2505,3765,Texas,66.53386454,1260,-0.2661354582
TX,Mitchell County,48335,2579,6545,Texas,39.40412529,3966,-27.39587471
TX,Montague County,48337,9819,14445,Texas,67.97507788,4626,1.175077882
TX,Montgomery County,48339,271543,376275,Texas,72.16610192,104732,5.36610192
TX,Moore County,48341,5508,10850,Texas,50.76497696,5342,-16.03502304
TX,Morris County,48343,5587,9165,Texas,60.96017458,3578,-5.839825423
TX,Motley County,48345,652,935,Texas,69.73262032,283,2.932620321
TX,Nacogdoches County,48347,26785,46705,Texas,57.3493202,19920,-9.450679799
TX,Navarro County,48349,19123,32440,Texas,58.94882861,13317,-7.851171393
TX,Newton County,48351,6094,11040,Texas,55.19927536,4946,-11.60072464
TX,Nolan County,48353,5357,10565,Texas,50.70515854,5208,-16.09484146
TX,Nueces County,48355,127322,253785,Texas,50.16923774,126463,-16.63076226
TX,Ochiltree County,48357,3156,5605,Texas,56.30686887,2449,-10.49313113
TX,Oldham County,48359,1009,1360,Texas,74.19117647,351,7.391176471
TX,Orange County,48361,35994,61535,Texas,58.49354026,25541,-8.306459738
TX,Palo Pinto County,48363,12489,20705,Texas,60.31876358,8216,-6.481236416
TX,Panola County,48365,11451,17105,Texas,66.94533762,5654,0.1453376206
TX,Parker County,48367,76128,96860,Texas,78.59591163,20732,11.79591163
TX,Parmer County,48369,2650,5500,Texas,48.18181818,2850,-18.61818182
TX,Pecos County,48371,4668,10630,Texas,43.91345249,5962,-22.88654751
TX,Polk County,48373,24186,36965,Texas,65.4294603,12779,-1.3705397
TX,Potter County,48375,33337,75425,Texas,44.19887305,42088,-22.60112695
TX,Presidio County,48377,2217,3280,Texas,67.59146341,1063,0.7914634146
TX,Rains County,48379,6053,9160,Texas,66.08078603,3107,-0.7192139738
TX,Randall County,48381,64674,98035,Texas,65.97031672,33361,-0.8296832764
TX,Reagan County,48383,1124,2130,Texas,52.76995305,1006,-14.03004695
TX,Real County,48385,1982,2430,Texas,81.56378601,448,14.76378601
TX,Red River County,48387,5806,9525,Texas,60.95538058,3719,-5.844619423
TX,Reeves County,48389,3689,9705,Texas,38.01133436,6016,-28.78866564
TX,Refugio County,48391,3366,5450,Texas,61.76146789,2084,-5.03853211
TX,Roberts County,48393,550,590,Texas,93.22033898,40,26.42033898
TX,Robertson County,48395,8099,12215,Texas,66.30372493,4116,-0.4962750716
TX,Rockwall County,48397,53891,66595,Texas,80.92349275,12704,14.12349275
TX,Runnels County,48399,4409,7675,Texas,57.44625407,3266,-9.353745928
TX,Rusk County,48401,21377,39020,Texas,54.78472578,17643,-12.01527422
TX,Sabine County,48403,5491,8475,Texas,64.79056047,2984,-2.009439528
TX,San Augustine County,48405,4002,6505,Texas,61.52190623,2503,-5.278093774
TX,San Jacinto County,48407,12640,20780,Texas,60.82771896,8140,-5.972281039
TX,San Patricio County,48409,25891,46800,Texas,55.32264957,20909,-11.47735043
TX,San Saba County,48411,2602,4325,Texas,60.16184971,1723,-6.638150289
TX,Schleicher County,48413,1159,2000,Texas,57.95,841,-8.85
TX,Scurry County,48415,5870,12330,Texas,47.60746148,6460,-19.19253852
TX,Shackelford County,48417,1628,2480,Texas,65.64516129,852,-1.15483871
TX,Shelby County,48419,10087,17130,Texas,58.88499708,7043,-7.915002919
TX,Sherman County,48421,992,2015,Texas,49.23076923,1023,-17.56923077
TX,Smith County,48423,100089,160260,Texas,62.45413703,60171,-4.345862973
TX,Somervell County,48425,4947,6755,Texas,73.23464101,1808,6.434641007
TX,Starr County,48427,17525,30505,Texas,57.44959843,12980,-9.350401574
TX,Stephens County,48429,3800,6975,Texas,54.48028674,3175,-12.31971326
TX,Sterling County,48431,639,750,Texas,85.2,111,18.4
TX,Stonewall County,48433,736,1060,Texas,69.43396226,324,2.633962264
TX,Sutton County,48435,1557,2525,Texas,61.66336634,968,-5.136633663
TX,Swisher County,48437,2355,4855,Texas,48.50669413,2500,-18.29330587
TX,Tarrant County,48439,834697,1326445,Texas,62.92737354,491748,-3.872626456
TX,Taylor County,48441,55135,98730,Texas,55.84422161,43595,-10.95577839
TX,Terrell County,48443,458,750,Texas,61.06666667,292,-5.733333333
TX,Terry County,48445,3612,8195,Texas,44.07565589,4583,-22.72434411
TX,Throckmorton County,48447,894,1205,Texas,74.19087137,311,7.390871369
TX,Titus County,48449,10541,18805,Texas,56.05424089,8264,-10.74575911
TX,Tom Green County,48451,45210,86340,Texas,52.36275191,41130,-14.43724809
TX,Travis County,48453,608575,826560,Texas,73.62744386,217985,6.827443864
TX,Trinity County,48455,6938,11285,Texas,61.4798405,4347,-5.320159504
TX,Tyler County,48457,9660,16920,Texas,57.09219858,7260,-9.707801418
TX,Upshur County,48459,18892,30175,Texas,62.6081193,11283,-4.191880696
TX,Upton County,48461,1368,2415,Texas,56.64596273,1047,-10.15403727
TX,Uvalde County,48463,10344,17820,Texas,58.04713805,7476,-8.752861953
TX,Val Verde County,48465,15280,29360,Texas,52.04359673,14080,-14.75640327
TX,Van Zandt County,48467,26029,40975,Texas,63.52410006,14946,-3.275899939
TX,Victoria County,48469,34188,64905,Texas,52.67390802,30717,-14.12609198
TX,Walker County,48471,23612,57185,Texas,41.29054822,33573,-25.50945178
TX,Waller County,48473,22734,34530,Texas,65.83840139,11796,-0.9615986099
TX,Ward County,48475,4060,7925,Texas,51.23028391,3865,-15.56971609
TX,Washington County,48477,17427,25705,Texas,67.79614861,8278,0.9961486092
TX,Webb County,48479,68397,136715,Texas,50.02889222,68318,-16.77110778
TX,Wharton County,48481,16761,28060,Texas,59.73271561,11299,-7.067284391
TX,Wheeler County,48483,2337,3630,Texas,64.38016529,1293,-2.419834711
TX,Wichita County,48485,46040,97710,Texas,47.11902569,51670,-19.68097431
TX,Wilbarger County,48487,4524,9605,Texas,47.10046851,5081,-19.69953149
TX,Willacy County,48489,5549,14565,Texas,38.09818057,9016,-28.70181943
TX,Williamson County,48491,289555,371900,Texas,77.85829524,82345,11.05829524
TX,Wilson County,48493,25013,36340,Texas,68.83048982,11327,2.030489818
TX,Winkler County,48495,2126,4875,Texas,43.61025641,2749,-23.18974359
TX,Wise County,48497,32365,46380,Texas,69.78223372,14015,2.982233721
TX,Wood County,48499,22779,34905,Texas,65.25999141,12126,-1.540008595
TX,Yoakum County,48501,2631,4260,Texas,61.76056338,1629,-5.03943662
TX,Young County,48503,8239,12915,Texas,63.79403794,4676,-3.00596206
TX,Zapata County,48505,3874,6985,Texas,55.46170365,3111,-11.33829635
TX,Zavala County,48507,4379,7915,Texas,55.32533165,3536,-11.47466835
